Cruise	Station	Type	yyyy-mm-ddThh:mm:ss.sss	Longitude [degrees_east]	Latitude [degrees_north]	CTDPRS [dbar]	QV:IODE	CTDTMP [deg C]	QV:IODE	CTDSAL [pss-78]	QV:IODE	CTDOXY [umol/kg]	QV:IODE	Fluorescence Chl-a [mg/m~^3]	QV:IODE	Fluorescence Raw Data [arbitrary units]	QV:IODE	Transmissometer Beam Attenuation [1/m]	QV:IODE	Transmissometer Raw Data [arbitrary units]	QV:IODE	Turbidity Raw Data [arbitrary units]	QV:IODE	PAR Raw Data [arbitrary units]	QV:IODE	QV:ODV:SAMPLE
GA02	UP321212	C	2010-06-13T03:47:00	295.83319	31.66680	3.000	1	23.97600	1	36.702000	1	210.600	1	0.03000	1		9	0.090000	1		9		9		9	1
GA02	UP321212	C	2010-06-13T03:47:00	295.83319	31.66680	4.000	1	23.97600	1	36.702000	1	210.600	1	0.03000	1		9	0.090000	1		9		9		9	1
GA02	UP321212	C	2010-06-13T03:47:00	295.83319	31.66680	5.000	1	23.97600	1	36.702000	1	210.600	1	0.03000	1		9	0.090000	1		9		9		9	1
GA02	UP321212	C	2010-06-13T03:47:00	295.83319	31.66680	6.000	1	23.97600	1	36.702000	1	210.500	1	0.03000	1		9	0.090000	1		9		9		9	1
GA02	UP321212	C	2010-06-13T03:47:00	295.83319	31.66680	7.000	1	23.97500	1	36.702000	1	210.500	1	0.03000	1		9	0.090000	1		9		9		9	1
GA02	UP321212	C	2010-06-13T03:47:00	295.83319	31.66680	8.000	1	23.96900	1	36.701000	1	210.500	1	0.03000	1		9	0.089000	1		9		9		9	1
GA02	UP321212	C	2010-06-13T03:47:00	295.83319	31.66680	9.000	1	23.95900	1	36.700001	1	210.400	1	0.03000	1		9	0.089000	1		9		9		9	1
GA02	UP321212	C	2010-06-13T03:47:00	295.83319	31.66680	10.000	1	23.94000	1	36.698002	1	210.400	1	0.03000	1		9	0.089000	1		9		9		9	1
GA02	UP321212	C	2010-06-13T03:47:00	295.83319	31.66680	11.000	1	23.90900	1	36.695000	1	210.400	1	0.03000	1		9	0.089000	1		9		9		9	1
GA02	UP321212	C	2010-06-13T03:47:00	295.83319	31.66680	12.000	1	23.86300	1	36.692001	1	210.400	1	0.03000	1		9	0.090000	1		9		9		9	1
GA02	UP321212	C	2010-06-13T03:47:00	295.83319	31.66680	13.000	1	23.81600	1	36.689999	1	214.200	1	0.03000	1		9	0.090000	1		9		9		9	1
GA02	UP321212	C	2010-06-13T03:47:00	295.83319	31.66680	14.000	1	23.78100	1	36.688000	1	214.700	1	0.03000	1		9	0.091000	1		9		9		9	1
GA02	UP321212	C	2010-06-13T03:47:00	295.83319	31.66680	15.000	1	23.69600	1	36.680000	1	215.200	1	0.03000	1		9	0.092000	1		9		9		9	1
GA02	UP321212	C	2010-06-13T03:47:00	295.83319	31.66680	16.000	1	23.46500	1	36.668999	1	215.700	1	0.03000	1		9	0.092000	1		9		9		9	1
GA02	UP321212	C	2010-06-13T03:47:00	295.83319	31.66680	17.000	1	23.16800	1	36.657001	1	216.200	1	0.03000	1		9	0.092000	1		9		9		9	1
GA02	UP321212	C	2010-06-13T03:47:00	295.83319	31.66680	18.000	1	22.88900	1	36.653000	1	216.700	1	0.03000	1		9	0.093000	1		9		9		9	1
GA02	UP321212	C	2010-06-13T03:47:00	295.83319	31.66680	19.000	1	22.73000	1	36.651001	1	217.300	1	0.03000	1		9	0.093000	1		9		9		9	1
GA02	UP321212	C	2010-06-13T03:47:00	295.83319	31.66680	20.000	1	22.58600	1	36.648998	1	217.800	1	0.03000	1		9	0.095000	1		9		9		9	1
GA02	UP321212	C	2010-06-13T03:47:00	295.83319	31.66680	21.000	1	22.40400	1	36.639999	1	218.400	1	0.03000	1		9	0.096000	1		9		9		9	1
GA02	UP321212	C	2010-06-13T03:47:00	295.83319	31.66680	22.000	1	22.16900	1	36.627998	1	219.100	1	0.03000	1		9	0.097000	1		9		9		9	1
GA02	UP321212	C	2010-06-13T03:47:00	295.83319	31.66680	23.000	1	21.97800	1	36.618000	1	219.700	1	0.04000	1		9	0.098000	1		9		9		9	1
GA02	UP321212	C	2010-06-13T03:47:00	295.83319	31.66680	24.000	1	21.87100	1	36.612999	1	220.700	1	0.04000	1		9	0.099000	1		9		9		9	1
GA02	UP321212	C	2010-06-13T03:47:00	295.83319	31.66680	25.000	1	21.83300	1	36.612000	1	221.800	1	0.04000	1		9	0.099000	1		9		9		9	1
GA02	UP321212	C	2010-06-13T03:47:00	295.83319	31.66680	26.000	1	21.73800	1	36.613998	1	222.900	1	0.04000	1		9	0.100000	1		9		9		9	1
GA02	UP321212	C	2010-06-13T03:47:00	295.83319	31.66680	27.000	1	21.57100	1	36.618000	1	223.900	1	0.04000	1		9	0.100000	1		9		9		9	1
GA02	UP321212	C	2010-06-13T03:47:00	295.83319	31.66680	28.000	1	21.35500	1	36.625000	1	224.900	1	0.04000	1		9	0.101000	1		9		9		9	1
GA02	UP321212	C	2010-06-13T03:47:00	295.83319	31.66680	29.000	1	21.19400	1	36.630001	1	225.900	1	0.04000	1		9	0.102000	1		9		9		9	1
